,ts_code
2896,002608.SZ
2897,002775.SZ
2898,300553.SZ
2899,300866.SZ
2900,300849.SZ
2901,300337.SZ
2902,300419.SZ
2903,002717.SZ
2904,301335.SZ
2905,002741.SZ
2906,002851.SZ
2907,300359.SZ
2908,300262.SZ
2909,003032.SZ
2910,300752.SZ
2911,300791.SZ
2912,301262.SZ
2913,002776.SZ
2914,003816.SZ
2915,300573.SZ
2916,002779.SZ
2917,301578.SZ
2918,000897.SZ
2919,000900.SZ
2920,002469.SZ
2921,002480.SZ
2922,002485.SZ
2923,000906.SZ
2924,002466.SZ
2925,300875.SZ
2926,002970.SZ
2927,000912.SZ
2928,000921.SZ
2929,000936.SZ
2930,000060.SZ
2931,000078.SZ
2932,000096.SZ
2933,300233.SZ
2934,002430.SZ
2935,000957.SZ
2936,002772.SZ
2937,000987.SZ
2938,002940.SZ
2939,003037.SZ
2940,003018.SZ
2941,000581.SZ
2942,000593.SZ
2943,000599.SZ
2944,000609.SZ
2945,002435.SZ
2946,002388.SZ
2947,000626.SZ
2948,000628.SZ
2949,300204.SZ
2950,300425.SZ
2951,000520.SZ
2952,000723.SZ
2953,000736.SZ
2954,000750.SZ
2955,000756.SZ
2956,000766.SZ
2957,000782.SZ
2958,000798.SZ
2959,300800.SZ
2960,300469.SZ
2961,002807.SZ
2962,002414.SZ
2963,000415.SZ
2964,002231.SZ
2965,002242.SZ
2966,300144.SZ
2967,000516.SZ
2968,003039.SZ
2969,002236.SZ
2970,301139.SZ
2971,002927.SZ
2972,003026.SZ
2973,000020.SZ
2974,000025.SZ
2975,000811.SZ
2976,000823.SZ
2977,000785.SZ
2978,002864.SZ
2979,002855.SZ
2980,000852.SZ
2981,000860.SZ
2982,000885.SZ
2983,000655.SZ
2984,002062.SZ
2985,002872.SZ
2986,000837.SZ
2987,002742.SZ
2988,002721.SZ
2989,000561.SZ
2990,000567.SZ
2991,000716.SZ
2992,002644.SZ
2993,002096.SZ
2994,002663.SZ
2995,002867.SZ
2996,002942.SZ
2997,002352.SZ
2998,003008.SZ
2999,002268.SZ
3000,002275.SZ
3001,002295.SZ
3002,002889.SZ
3003,002463.SZ
3004,002901.SZ
3005,002496.SZ
3006,002026.SZ
3007,002429.SZ
3008,000530.SZ
3009,000546.SZ
3010,000550.SZ
